Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,st_tefferr2,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index
HAT-P-52 b,HAT-P-52,Transit,2015,HATNet,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,2.7535953,9.4E-6,-9.4E-6,0.03694,11.31,1.009,259.98494,0.818,Mass,0.047,1218,37,-37,0,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,Unknown,5131.0,50.0,-50.0,0,0.89,0.89,0.28,4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h50m53.22s,42.7217412,29.0222492,361.155,14.107,11.621,2015-01-01,0.0,5.0
KOI-94 e,KOI-94,Transit,2013,Kepler,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,54.32031,1.2E-4,-1.2E-4,0.3046,6.56,0.585,35.0,0.11,Mass,0.019,584,28,-27,0,1,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Unknown,6182.0,58.0,-58.0,0,1.52,1.28,0.023,4.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,41.8911186,477.052,12.314,10.926,2013-01-01,0.0,1.0
Kepler-80 c,Kepler-80,Transit,2012,Kepler,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,9.52355,4.1E-4,-2.9E-4,0.0792,2.74,0.244,6.74,0.02121,Mass,0.09335043219404639,1100,28,-27,0,1,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,K5,4540.0,100.0,-100.0,0,0.68,0.73,0.04,4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,39.9787451,369.451,15.23,12.253,2012-01-01,0.0,1.0
OGLE-TR-182 b,OGLE-TR-182,Transit,2007,OGLE,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,3.9791,1.0E-5,-1.0E-5,0.051,12.666,1.13,320.995,1.01,Mass,0.0,1100,28,-27,0,0,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,Unknown,5924.0,64.0,-79.56300672430355,0,1.14,1.14,0.060960566228513584,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h09m18.70s,167.3279228,-61.0952624,2501.75,16.9195,14.737,2007-01-01,0.0,13.0
TOI-1273 b,TOI-1273,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,4.631296,3.0E-6,-3.0E-6,0.0549,11.097,0.99,70.55791,0.222,Mass,0.055,1211,15,-15,0,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,Unknown,5690.0,40.0,-40.0,0,1.06,1.06,0.07,4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m29.01s,214.1208564,58.3902534,177.118,10.98,9.417,2024-01-01,0.0,0.0
TOI-411 b,HD 22946,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,4.040295,1.5E-5,-1.4E-5,0.05727,1.362,0.122,13.71,0.04314,Mass,0.09335043219404639,1241,14,-14,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,Unknown,6169.0,64.0,-64.0,0,1.12,1.1,-0.08,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.819538,-42.7630276,62.7792,8.270001,6.981,2022-01-01,0.0,0.0
CoRoT-25 b,CoRoT-25,Transit,2013,CoRoT,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.86069,6.0E-5,-6.0E-5,0.0578,12.11,1.08,85.81,0.27,Mass,0.0,1330,80,-40,0,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,F9,6040.0,90.0,-90.0,0,1.19,1.09,-0.01,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,6.5138223,1103.48,14.79,12.846,2013-01-01,0.0,6.0
HAT-P-12 b,HAT-P-12,Transit,2009,HATNet,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,3.2130598,2.1E-6,-2.1E-6,0.0384,10.749,0.959,67.059,0.211,Mass,0.0,963,16,-16,0,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,K4,4650.0,60.0,-60.0,0,0.7,0.73,-0.29,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h57m33.27s,209.3886452,43.49331,142.751,12.665,10.108,2009-01-01,0.0,5.0
HATS-54 b,HATS-54,Transit,2019,HATSouth,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,2.5441765,2.4E-6,-2.4E-6,0.037,11.377,1.015,239.32479,0.753,Mass,0.0,1429,24,-24,0,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,G6 V,5621.0,70.0,-70.0,0,1.23,1.05,0.37,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m32.37s,200.6348641,-44.6888393,748.585,13.937,12.17,2019-01-01,0.0,4.0
HD 114082 b,HD 114082,Radial Velocity,2022,La Silla Observatory,<a refstr=ZAKHOZHAY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221108294Z/abstract target=ref>Zakhozhay et al. 2022</a>,109.75,0.4,-0.37,0.5109,11.209,1.0,2542.62726,8.0,Mass,0.395,1100,28,-27,0,0,<a refstr=ZAKHOZHAY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221108294Z/abstract target=ref>Zakhozhay et al. 2022</a>,F3 V,6651.0,35.0,-35.0,0,1.49,1.47,0.0,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h09m16.11s,197.3171237,-60.3084347,95.3906,8.2,7.163,2022-01-01,1.0,12.0
K2-146 b,K2-146,Transit,2018,K2,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,2.6446,6.0E-5,-6.0E-5,0.11454987782805433,2.05,0.183,5.77,0.01816,Mass,0.129,1100,28,-27,0,1,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,Unknown,3385.0,70.0,-70.0,0,0.33,0.33,0.060960566228513584,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,19.0923416,79.3002,16.7,11.37,2018-01-01,0.0,2.0
Kepler-22 b,Kepler-22,Transit,2011,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,289.863876,1.3E-5,-1.3E-5,0.812,2.1,0.187,9.1,0.02863,Mass,0.72,279,4,-4,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5596.0,61.0,-61.0,0,0.87,0.86,-0.255,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,47.8841427,194.642,11.751,10.152,2011-01-01,0.0,1.0
Kepler-412 b,Kepler-412,Transit,2014,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.7208604,3.0E-7,-3.0E-7,0.02897,15.031,1.341,299.07803,0.941,Mass,0.09335043219404639,1850,30,-30,0,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,Unknown,5750.0,90.0,-90.0,0,1.29,1.17,0.27,4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m26.47s,286.1103053,43.6809612,1086.24,14.399,12.837,2014-01-01,0.0,1.0
TOI-1298 b,TOI-1298,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.537143,3.0E-6,-3.0E-6,0.057,9.658,0.862,99.0,0.31149,Mass,0.0,1278,20,-26,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5752.0,69.0,-99.0,0,1.45,1.22,0.397,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,70.1900397,319.036,11.889,10.012,2021-01-01,0.0,0.0
TOI-1347 c,TOI-1347,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,4.841962,1.2E-5,-1.2E-5,0.11454987782805433,1.6,0.143,6.4,0.02014,Mass,0.0,1000,25,-25,0,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,Unknown,5464.0,100.0,-100.0,0,0.83,0.91,0.04,4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,70.2900536,147.476,11.168,9.616,2024-01-01,0.0,0.0
TOI-2025 b,TOI-2025,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,8.8720982,7.7E-6,-7.7E-6,0.0892,11.893,1.061,1144.18227,3.6,Mass,0.394,1166,18,-16,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,Unknown,5977.0,79.0,-78.0,0,1.46,1.2,0.15,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m10.86s,282.7952558,82.2454143,335.985,11.599,10.01,2022-01-01,0.0,0.0
HAT-P-29 b,HAT-P-29,Transit,2011,HATNet,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.72319,4.9E-5,-4.9E-5,0.11454987782805433,13.115,1.17,279.6904,0.88,Mass,0.09,1100,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6087.0,88.0,-88.0,0,1.3,1.45,0.21,4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m31.46s,33.1310921,51.7787754,313.576,11.825,10.297,2011-01-01,0.0,5.0
LTT 9779 b,LTT 9779,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,0.792052,9.3E-6,-9.3E-6,0.01679,4.72,0.421,29.32,0.09225,Mass,0.0,1978,19,-19,0,0,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,G7 V,5443.0,14.0,-13.0,0,0.95,0.77,0.27,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m40.53s,358.6688767,-37.6282237,80.4373,9.79,8.016,2020-01-01,0.0,0.0
TOI-1130 b,TOI-1130,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,4.074554,1.0E-6,-4.41E-4,0.0453,3.66,0.327,19.8,0.0623,Mass,0.052162,825,23,-23,0,1,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,Unknown,4360.0,108.0,-108.0,0,0.7,0.74,0.11,4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41.4376399,58.2609,11.595,8.351,2020-01-01,0.0,0.0
TOI-558 b,TOI-558,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,14.574071,2.6E-5,-2.6E-5,0.1291,12.173,1.086,1147.36055,3.61,Mass,0.298,1061,13,-12,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,F V,6466.0,95.0,-93.0,0,1.5,1.35,-0.004,4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m09.96s,42.2915093,-58.0246828,402.63,11.233,10.262,2021-01-01,0.0,0.0
Kepler-26 c,Kepler-26,Transit,2011,Kepler,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,17.2559,6.0E-4,-6.0E-4,0.11454987782805433,2.72,0.243,6.2,0.01951,Mass,0.09335043219404639,1100,28,-27,0,1,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,Unknown,3914.0,119.0,-119.0,0,0.51,0.54,-0.13,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m45.86s,284.9410627,46.5664505,335.307,15.853,12.63,2011-01-01,0.0,1.0
TOI-1669 c,TOI-1669,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.6800535,6.2E-6,-6.2E-6,0.0376,2.296,0.205,13.0,0.0409,Mass,0.0,1285,22,-21,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5497.0,73.0,-72.0,0,1.06,0.99,0.274,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h03m49.55s,45.9564744,83.5874273,111.276,10.218,8.462,2024-01-01,0.0,0.0
HAT-P-37 b,HAT-P-37,Transit,2011,HATNet,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,2.797436,7.0E-6,-7.0E-6,0.0379,13.204,1.178,371.528,1.169,Mass,0.058,1271,47,-47,0,0,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,Unknown,5500.0,100.0,-79.56300672430355,0,0.88,0.93,0.060960566228513584,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m11.05s,284.2960393,51.2691212,390.594,13.427,11.667,2011-01-01,0.0,5.0
Kepler-80 e,Kepler-80,Transit,2014,Kepler,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,4.64489,2.0E-4,-1.9E-4,0.0491,1.6,0.143,4.13,0.01299,Mass,0.09335043219404639,1100,28,-27,0,1,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,K5,4540.0,100.0,-100.0,0,0.68,0.73,0.04,4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,39.9787451,369.451,15.23,12.253,2014-01-01,0.0,1.0
TOI-1468 b,TOI-1468,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,1.8805136,2.4E-6,-2.6E-6,0.11454987782805433,1.28,0.114,3.21,0.0101,Mass,0.09335043219404639,682,7,-7,0,0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,M3.0 V,3496.0,25.0,-25.0,0,0.34,0.34,-0.04,5.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m36.93s,16.6538724,19.2249195,24.7399,12.5,8.497,2022-01-01,0.0,0.0
TOI-1468 c,TOI-1468,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,15.532482,3.4E-5,-3.3E-5,0.11454987782805433,2.064,0.184,6.64,0.02089,Mass,0.09335043219404639,338,4,-3,0,0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,M3.0 V,3496.0,25.0,-25.0,0,0.34,0.34,-0.04,5.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m36.93s,16.6538724,19.2249195,24.7399,12.5,8.497,2022-01-01,0.0,0.0
TOI-2368 b,TOI-2368,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.1750073,1.6E-6,-1.6E-6,0.05649,10.839,0.967,206.58846,0.65,Mass,0.061,1000,44,-31,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,Unknown,5360.0,230.0,-170.0,0,0.85,0.9,0.1,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h59m49.83s,134.9576234,-48.4884929,210.915,12.486,10.342,2024-01-01,0.0,0.0
HD 22946 d,HD 22946,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,47.42489,1.0E-4,-1.1E-4,0.2958,2.607,0.233,26.57,0.0836,Mass,0.09335043219404639,546,6,-6,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,Unknown,6169.0,64.0,-64.0,0,1.12,1.1,-0.08,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.819538,-42.7630276,62.7792,8.270001,6.981,2023-01-01,0.0,0.0
K2-32 e,K2-32,Transit,2019,K2,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,4.34934,3.9E-4,-3.9E-4,0.04899,1.212,0.108,2.1,0.00661,Mass,0.043,1066,16,-18,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,Unknown,5271.0,39.0,-35.0,0,0.86,0.83,-0.06,4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19.5430504,157.682,12.304,9.821,2019-01-01,0.0,2.0
NGTS-2 b,NGTS-2,Transit,2018,Next-Generation Transit Survey (NGTS),<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,4.511164,6.1E-5,-6.1E-5,0.063,17.878,1.595,235.1942,0.74,Mass,0.0,1468,45,-42,0,0,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,F5 V,6478.0,94.0,-89.0,0,1.7,1.64,-0.06,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m29.46s,215.1227617,-31.2020698,356.391,10.789,9.799,2018-01-01,0.0,8.0
TOI-431 d,TOI-431,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,12.46103,2.0E-5,-2.0E-5,0.098,3.29,0.294,9.9,0.03115,Mass,0.0,633,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,Unknown,4850.0,75.0,-75.0,0,0.73,0.78,0.2,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26.7238698,32.5686,9.12,6.723,2021-01-01,0.0,0.0
TOI-628 b,TOI-628,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,3.4095675,7.0E-6,-6.9E-6,0.0486,11.882,1.06,2011.8639,6.33,Mass,0.072,1586,52,-40,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,Unknown,6250.0,220.0,-190.0,0,1.34,1.31,0.258,4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m03.13s,99.2630608,1.7675497,178.68,10.112,8.811,2021-01-01,0.0,0.0
